"12402","DURBAN (ORDNANCE ROAD) MILITARY CEMETERY","South Africa","-29.85282, 31.02309"
"12403","DURBAN (RED HILL) CEMETERY","South Africa","-29.77261, 31.03398"
"12405","DURBAN (STAMFORD HILL) CEMETERY","South Africa","-29.81569, 31.0255"
"12406","DURBAN (STELLAWOOD) CEMETERY","South Africa","-29.88587, 30.97733"
"12407","DURBAN (WEST STREET) CEMETERY","South Africa","-29.85961, 31.01404"
"12408","ESTCOURT CEMETERY","South Africa","-29.00263, 29.86985"
"12409","GREYTOWN CEMETERY, KWAZULU NATAL","South Africa","-29.06363, 30.59908"
"12411","PIETERMARITZBURG (FORT NAPIER) CEMETERY","South Africa","-29.61912, 30.3603"
"12412","PIETERMARITZBURG (COMMERCIAL ROAD) CEMETERY","South Africa","-29.60699, 30.38471"
"12414","DURBAN (UMGENI RIVER MOUTH) MUSLIM CEMETERY","South Africa","-29.8047, 31.03688"
"12500","BARBERTON CEMETERY","South Africa","-25.77808, 31.04704"
"12501","BENONI CEMETERY","South Africa","-26.1946, 28.35626"
"12504","BOKSBURG CEMETERY","South Africa","-26.21977, 28.27423"
"12505","GERMISTON (PRIMROSE) CEMETERY","South Africa","-26.19511, 28.14623"
"12507","HEIDELBERG CEMETERY","South Africa","-26.49527, 28.34629"
"12508","JOHANNESBURG (BRAAMFONTEIN) CEMETERY","South Africa","-26.19379, 28.02763"
"12509","JOHANNESBURG (BRIXTON) CEMETERY","South Africa","-26.19806, 28.01538"
"12510","KLERKSDORP CEMETERY","South Africa","-26.87899, 26.66887"
"12511","KRUGERSDORP CEMETERY","South Africa","-26.10139, 27.76139"
"12512","MARAISBURG CEMETERY","South Africa","-26.18116, 27.94137"
"12513","POLOKWANE (OR PIETERSBURG) CEMETERY","South Africa","-23.90811, 29.44634"
"12515","POTCHEFSTROOM MILITARY CEMETERY","South Africa","-26.67383, 27.05889"
"12516","POTCHEFSTROOM CEMETERY","South Africa","-26.71486, 27.075"
"12517","PRETORIA (REBECCA STREET) CEMETERY","South Africa","-25.73953, 28.1537"
"12518","PRETORIA OLD CEMETERY","South Africa","-25.74722, 28.17518"
"12519","THABA TSHWANE (OLD NO.1) MILITARY CEMETERY","South Africa","-25.80165, 28.12721"
