http://en.wikipedia.org/wiki/Battle_of_St._Quentin_(1914),Battle_of_St._Quentin_(1914),121,71,"49.9008, 3.6283"
http://en.wikipedia.org/wiki/Battle_of_Stalluponen,Battle_of_Stalluponen,2,2,"54.6, 22.2"
http://en.wikipedia.org/wiki/Battle_of_Tanga,Battle_of_Tanga,135,92,"-5.066667, 39.1"
http://en.wikipedia.org/wiki/Battle_of_Tannenberg_(1914),Battle_of_Tannenberg_(1914),2,1,"53.783333, 20.483333"
http://en.wikipedia.org/wiki/Battle_of_the_Ardennes,Battle_of_the_Ardennes,119,91,"50.25, 5.666667"
http://en.wikipedia.org/wiki/Battle_of_the_Falkland_Islands,Battle_of_the_Falkland_Islands,448,227,"-51.683333, -59.166667"
http://en.wikipedia.org/wiki/Battle_of_the_Frontiers,Battle_of_the_Frontiers,182,115,"50.25, 5.666667"
http://en.wikipedia.org/wiki/Battle_of_the_Gulf_of_Riga,Battle_of_the_Gulf_of_Riga,87,42,"57.625556, 23.584722"
http://en.wikipedia.org/wiki/Battle_of_the_Lys_(1918),Battle_of_the_Lys_(1918),170,117,"50.85, 2.883333"
http://en.wikipedia.org/wiki/Battle_of_the_Nek,Battle_of_the_Nek,325,165,"40.2414, 26.288385"
http://en.wikipedia.org/wiki/Battle_of_the_Piave_River,Battle_of_the_Piave_River,212,126,"45.830556, 12.209444"
http://en.wikipedia.org/wiki/Battle_of_the_Sambre_(1918),Battle_of_the_Sambre_(1918),44,39,"50.4667, 4.86667"
http://en.wikipedia.org/wiki/Battle_of_the_Somme,Battle_of_the_Somme,2914,1400,"50.221111, 1.566667"
http://en.wikipedia.org/wiki/Battle_of_the_Strait_of_Otranto_(1917),Battle_of_the_Strait_of_Otranto_(1917),102,40,"40.219444, 18.925556"
http://en.wikipedia.org/wiki/Battle_of_the_Vistula_River,Battle_of_the_Vistula_River,93,65,"52.23, 21.010833"
http://en.wikipedia.org/wiki/Battle_of_the_Wadi,Battle_of_the_Wadi,2,2,"32.508604,46.520805"
http://en.wikipedia.org/wiki/Battle_of_the_Yser,Battle_of_the_Yser,105,75,"51.152778, 2.723056"
http://en.wikipedia.org/wiki/Battle_of_Trindade,Battle_of_Trindade,111,35,"-20.483333, -29.3"
http://en.wikipedia.org/wiki/Battle_of_Tsingtao,Battle_of_Tsingtao,1,1,"36.066667, 120.383333"
http://en.wikipedia.org/wiki/Battle_of_Verdun,Battle_of_Verdun,4061,989,"49.208, 5.422"
http://en.wikipedia.org/wiki/Battle_of_Vimy_Ridge,Battle_of_Vimy_Ridge,3671,1355,"50.3733, 2.8114"
http://en.wikipedia.org/wiki/Battle_of_Vittorio_Veneto,Battle_of_Vittorio_Veneto,355,160,"45.955833, 12.346944"
http://en.wikipedia.org/wiki/Battle_of_Zanzibar_(1914),Battle_of_Zanzibar_(1914),135,25,"-6.133333, 39.316667"
http://en.wikipedia.org/wiki/Battle_off_Texel,Battle_off_Texel,244,49,"53.289167, 3.474167"
http://en.wikipedia.org/wiki/Bombardment_of_Ancona,Bombardment_of_Ancona,84,36,"43.616944, 13.516667"
http://en.wikipedia.org/wiki/Bombardment_of_Madras,Bombardment_of_Madras,85,30,"13.083889, 80.27"
